Numot,Season,game_id,host_lat,host_long,host_site,season,team1_id,team1_score,team2_id,team2_score,team1_seed,team1_lat,team1_long,team1_teamname,team1_fg2pct,team1_fg3pct,team1_ftpct,team1_blockpct,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_oppblockpct,team1_f3grate,team1_oppf3grate,team1_arate,team1_opparate,team1_stlrate,team1_oppstlrate,team1_tempo,team1_adjtempo,team1_oe,team1_adjoe,team1_de,team1_adjde,team1_ap_preseason,team1_ap_final,team1_coaches_preseason,team1_coaches_before_final,team1_rpi_rating,team1_coach_id,team1_coach_name,team1_pt_school_ncaa,team1_pt_overall_ncaa,team1_pt_school_s16,team1_pt_overall_s16,team1_pt_school_ff,team1_pt_overall_ff,team1_pt_career_school_wins,team1_pt_career_school_losses,team1_pt_career_overall_losses,team1_pt_team_season_wins,team1_pt_team_season_losses,team1_pt_coach_season_wins,team1_pt_coach_season_losses,team2_seed,team2_lat,team2_long,team2_teamname,team2_fg2pct,team2_fg3pct,team2_ftpct,team2_blockpct,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_oppblockpct,team2_f3grate,team2_oppf3grate,team2_arate,team2_opparate,team2_stlrate,team2_oppstlrate,team2_tempo,team2_adjtempo,team2_oe,team2_adjoe,team2_de,team2_adjde,team2_ap_preseason,team2_ap_final,team2_coaches_preseason,team2_coaches_before_final,team2_rpi_rating,team2_coach_id,team2_coach_name,team2_pt_school_ncaa,team2_pt_overall_ncaa,team2_pt_school_s16,team2_pt_overall_s16,team2_pt_school_ff,team2_pt_overall_ff,team2_pt_career_school_wins,team2_pt_career_school_losses,team2_pt_career_overall_losses,team2_pt_team_season_wins,team2_pt_team_season_losses,team2_pt_coach_season_wins,team2_pt_coach_season_losses,result
0,2007,2007-1272-1326,38.6272,-90.1978,St Louis,2007,1272,76,1326,92,2,35.115864,-89.993508,Memphis,51.2011,35.101,62.1196,15.2602,42.4051,31.3253,68.0328,9.6088,35.2157,29.0065,52.4414,50.0637,0.132,0.0807,70.7827,69.4387,112.5087,112.6549,88.0453,90.2784,14,5,14,9,0.594,john-calipari-1,John Calipari,3,8,1,4,0,1,371,62,133,30,3,30,3,1,39.998389,-83.009001,Ohio St.,53.5354,36.1006,70.2635,15.5,44.5,33.6134,68.53,6.9264,36.4512,37.3041,56.6569,54.0421,0.1043,0.0761,65.1462,65.3922,113.2083,116.5324,92.4443,89.683,7,1,4,2,0.605,thad-matta-1,Thad Matta,1,5,0,1,0,0,178,21,52,30,3,30,3,0
0,2007,2007-1417-1196,33.755,-84.39,Atlanta,2007,1417,66,1196,76,2,34.068892,-118.443901,UCLA,52.473,37.084,66.7195,8.2886,45.7406,35.0806,69.9816,7.8825,32.7792,27.5709,55.0931,55.0649,0.1133,0.0797,64.4495,64.2998,111.1692,113.0406,93.7731,91.944,6,7,6,7,0.59,ben-howland-1,Ben Howland,2,5,1,3,1,1,253,40,141,26,5,26,5,1,29.638248,-82.361195,Florida,58.7234,40.8528,69.239,12.2707,46.2998,28.5319,66.0407,6.9504,34.0197,31.3504,54.7556,45.7356,0.0988,0.1066,67.1577,66.382,117.7637,118.3834,91.5113,92.6925,1,3,1,1,0.58,billy-donovan-1,Billy Donovan,8,8,3,3,2,2,290,103,123,29,5,29,5,0
0,2007,2007-1207-1326,33.755,-84.39,Atlanta,2007,1207,60,1326,67,2,38.908809,-77.073463,Georgetown,57.7666,37.0079,70.9581,15.6716,43.2007,30.3155,71.0145,7.1369,34.7755,37.6744,59.1549,54.4474,0.0866,0.1128,59.7152,60.2223,115.3203,118.5962,95.3494,92.4556,8,8,8,16,0.584,john-thompson-2,John Thompson,1,3,1,1,0,0,136,29,71,26,6,26,6,1,39.998389,-83.009001,Ohio St.,53.5354,36.1006,70.2635,15.5,44.5,33.6134,68.53,6.9264,36.4512,37.3041,56.6569,54.0421,0.1043,0.0761,65.1462,65.3922,113.2083,116.5324,92.4443,89.683,7,1,4,2,0.605,thad-matta-1,Thad Matta,1,5,0,1,0,0,178,21,52,30,3,30,3,0
0,2007,2007-1326-1196,33.755,-84.39,Atlanta,2007,1326,75,1196,84,1,39.998389,-83.009001,Ohio St.,53.5354,36.1006,70.2635,15.5,44.5,33.6134,68.53,6.9264,36.4512,37.3041,56.6569,54.0421,0.1043,0.0761,65.1462,65.3922,113.2083,116.5324,92.4443,89.683,7,1,4,2,0.605,thad-matta-1,Thad Matta,1,5,0,1,0,0,178,21,52,30,3,30,3,1,29.638248,-82.361195,Florida,58.7234,40.8528,69.239,12.2707,46.2998,28.5319,66.0407,6.9504,34.0197,31.3504,54.7556,45.7356,0.0988,0.1066,67.1577,66.382,117.7637,118.3834,91.5113,92.6925,1,3,1,1,0.58,billy-donovan-1,Billy Donovan,8,8,3,3,2,2,290,103,123,29,5,29,5,0
0,2008,2008-1164-1291,39.7594,-84.1917,Dayton,2008,1164,60,1291,69,16,39.310786,-76.658547,Coppin St.,41.9913,31.9911,71.237,6.7019,49.1182,34.9275,65.9341,11.1833,24.3863,37.8289,45.3793,60.2757,0.106,0.1056,63.7317,63.9976,90.7727,93.3132,102.3059,104.2839,,,,,0.605,fang-mitchell-1,Fang Mitchell,3,3,0,0,0,0,358,301,301,16,20,16,20,16,39.680632,-77.35222,Mount St. Mary's,47.8699,36.1062,70.3343,10.1285,46.712,32.1799,70.2216,7.8234,30.4418,30.405,53.163,48.01,0.1078,0.0894,68.3434,67.7882,100.7011,98.7698,97.0542,98.3215,,,,,0.611,milan-brown-1,Milan Brown,0,0,0,0,0,0,59,90,90,18,14,18,14,0
0,2008,2008-1340-1242,41.25,-96,Omaha,2008,1340,61,1242,85,16,45.511229,-122.683553,Portland St.,51.2563,40,67.1949,9.2527,49.6441,35.7651,71.9723,6.1307,41.2979,33.3333,61.1392,55.2042,0.101,0.102,66.9677,68.2201,109.3196,106.8994,101.0322,102.2469,,,,,0.595,ken-bone-1,Ken Bone,0,0,0,0,0,0,54,38,38,23,9,23,9,1,38.957351,-95.24587,Kansas,55.3672,39.697,70.696,16.7407,41.1852,32.8162,68.1885,6.3402,29.2943,38.2998,61.1014,52.7076,0.1299,0.0914,68.7223,68.8982,117.8681,120.8601,89.5929,89.7916,4,4,4,3,0.489,bill-self-1,Bill Self,4,9,2,5,0,0,343,32,137,31,3,31,3,0
0,2008,2008-1396-1277,39.7392,-104.9903,Denver,2008,1396,61,1277,72,12,39.980943,-75.158267,Temple,53.3394,36.8932,73.9535,12.2415,46.4847,35.7043,72.3856,7.13,39.4204,37.2274,59.5099,57.0905,0.0948,0.0872,65.5396,65.1239,109.0386,111.1769,102.7907,99.2711,,,,,0.533,fran-dunphy-1,Fran Dunphy,0,9,0,0,0,0,343,30,193,21,12,21,12,5,42.72476,-84.473639,Michigan St.,51.574,36.9835,73.6762,12.2482,45.5278,31.1902,67.0229,9.779,24.4815,37.069,66.491,56.116,0.0899,0.0921,64.3034,65.0287,110.345,112.5868,96.4841,94.3137,8,18,8,9,0.555,tom-izzo-1,Tom Izzo,10,10,6,6,4,4,303,129,129,25,8,25,8,0
0,2008,2008-1124-1345,38.8951,-77.0367,Washington,2008,1124,79,1345,90,11,31.545956,-97.119359,Baylor,49.7119,37.1795,74.1279,10.1604,46.4477,35.0626,70.5563,9.8765,36.6197,29.9251,42.659,46.6418,0.1014,0.0718,70.9316,71.7967,110.2323,113.9904,101.5661,99.946,,,,,0.549,scott-drew-1,Scott Drew,0,0,0,0,0,0,77,79,90,21,10,21,10,6,40.428206,-86.914435,Purdue,44.9718,37.5951,71.2057,12.5545,47.6024,34.8485,67.0407,8.93,34.5789,31.5224,55.9553,55.2055,0.1242,0.0863,65.843,67.9233,104.0596,108.4965,91.956,91.4457,,20,,23,0.573,matt-painter-1,Matt Painter,1,2,0,0,0,0,80,39,44,24,8,24,8,0
0,2008,2008-1165-1390,33.8361,-117.8897,Anaheim,2008,1165,53,1390,77,14,42.445291,-76.48269,Cornell,52.637,40.2256,76.087,7.3964,46.2525,36.5759,69.7543,7.8594,35.4903,33.6387,53.8036,55.0989,0.0868,0.0932,68.8821,69.01,111.052,109.9731,99.2797,104.7877,,,,,0.554,steve-donahue-1,Steve Donahue,0,0,0,0,0,0,96,122,122,22,5,22,5,3,37.431746,-122.182212,Stanford,47.9508,36.5809,69.434,12.9167,42.0833,33.3333,66.4134,6.1475,27.0916,28.2511,58.2686,45.4088,0.0676,0.0903,64.0487,64.9821,109.1301,111.6589,93.4836,90.5657,23,10,21,7,0.585,trent-johnson-1,Trent Johnson,2,3,0,1,0,0,157,47,121,26,7,26,7,0
0,2008,2008-1231-1116,35.7806,-78.6389,Raleigh,2008,1231,72,1116,86,8,39.166383,-86.526904,Indiana,52.3285,34.9131,75.9211,10.3306,45.0413,34.2302,65.0086,7.9594,34.8953,35.604,51.9666,56.0724,0.1042,0.0899,67.0891,68.1095,110.4868,111.8118,95.5135,95.041,9,,9,12,0.522,dan-dakich-1,Dan Dakich,0,0,0,0,0,0,159,3,143,25,7,3,3,9,36.06153,-94.178214,Arkansas,52.2956,34.1021,67.81,14.1517,47.6153,33.2849,69.7143,9.8996,30.3348,34.9771,53.953,52.864,0.0985,0.0968,69.2159,68.3987,106.2066,107.9489,96.6896,95.5965,19,,19,,0.587,john-pelphrey-1,John Pelphrey,0,1,0,0,0,0,102,11,78,22,11,22,11,0
0,2008,2008-1388-1274,34.7361,-92.3311,Little Rock,2008,1388,64,1274,78,10,29.451793,-98.564307,St. Mary's,51.6245,35.9352,65.8606,11.7558,44.2351,30.5195,69.3841,10.4693,37.9966,25.8245,54.902,38.0495,0.1011,0.0773,67.9215,67.2185,110.1441,107.3677,92.294,94.212,,,,21,0.57,randy-bennett-1,Randy Bennett,1,1,0,0,0,0,127,89,89,25,6,25,6,7,25.720406,-80.27645,Miami FL,45.7447,37.9019,75.3351,11.8348,43.6855,35.6375,66.7651,10.3343,30.9911,34.0838,50.9685,49.3606,0.0834,0.0927,68.0611,66.9759,107.3847,110.3429,98.9592,97.6792,,,,,0.587,frank-haith-1,Frank Haith,0,0,0,0,0,0,68,59,59,22,10,22,10,0
0,2008,2008-1386-1328,33.525,-86.813,Birmingham,2008,1386,64,1328,72,11,39.994442,-75.238343,Saint Joseph's,52.7586,38.5938,72.5874,13.3449,47.6603,37.0317,68.4553,10,35.5556,37.5541,58.44,60.5948,0.1088,0.0971,65.1451,65.1989,112.0734,112.9071,102.3507,99.8138,,,,,0.495,phil-martelli-1,Phil Martelli,4,4,2,2,0,0,261,151,151,21,12,21,12,6,35.208152,-97.445692,Oklahoma,48.9583,34.8101,68.1319,10.7484,46.0191,32.6347,72.7273,8.9744,33.617,34.7193,52.4669,46.8593,0.0988,0.1045,64.8893,64.7876,103.9473,106.6132,96.9406,93.7432,,,,,0.543,jeff-capel-1,Jeff Capel,0,1,0,0,0,0,117,26,67,22,11,22,11,0
0,2008,2008-1435-1373,27.971,-82.465,Tampa,2008,1435,62,1373,83,4,36.14443,-86.804875,Vanderbilt,50.6073,39.8684,73.4641,8.5199,48.3032,35,69.4611,9.5547,38.0952,33.5731,65.3017,49.1247,0.0833,0.0946,71.372,69.7072,110.1822,110.4747,101.6717,98.9526,,19,,19,0.552,kevin-stallings-1,Kevin Stallings,2,4,2,2,0,0,293,115,178,26,7,26,7,13,42.718586,-73.75153,Siena,48.1145,38.24,68.883,8.9541,49.4357,36.9408,65,8.5894,30.3841,34.273,52.694,52.6835,0.1328,0.0762,69.7342,68.6598,108.8561,106.1652,100.2982,99.3433,,,,,0.599,fran-mccaffery-1,Fran McCaffery,0,2,0,0,0,0,196,35,161,22,10,22,10,0
0,2008,2008-1155-1437,27.971,-82.465,Tampa,2008,1155,69,1437,75,5,34.677329,-82.834463,Clemson,49.7167,37.5354,62.2496,13.3431,49.0469,30.4029,71.6718,8.3569,33.3333,28.5864,53.2575,48.503,0.1343,0.0925,70.7989,69.1489,110.0735,111.6797,95.5894,92.127,,22,,,0.578,oliver-purnell-1,Oliver Purnell,0,3,0,0,0,0,350,67,258,24,9,24,9,12,40.039388,-75.345457,Villanova,47.7863,34.4239,72.6692,9.1333,48.5555,36.4738,68.4086,12.2901,34.923,40.9141,53.6866,57.5758,0.1167,0.0953,69.0578,69.0172,105.3778,106.6808,100.4832,95.4874,,,25,,0.544,jay-wright-1,Jay Wright,3,5,2,2,0,0,268,82,167,20,12,20,12,0
0,2008,2008-1401-1417,33.8361,-117.8897,Anaheim,2008,1401,49,1417,51,9,30.596291,-96.306732,Texas A&M,51.0943,35.9292,63.3714,10.2471,42.3692,33.758,66.108,10.1132,29.8942,31.3373,53.5227,48.9308,0.0679,0.084,64.8639,63.8178,107.6941,109.0287,93.9825,92.4734,16,,15,16,0.557,mark-turgeon-1,Mark Turgeon,0,1,0,1,0,0,177,10,129,24,10,24,10,1,34.068892,-118.443901,UCLA,52.2193,34.7009,73.6375,10.8564,45.381,32.9181,68.4512,6.7885,27.6334,27.4817,54.4367,50.4662,0.1123,0.0763,64.9982,65.5595,113.7163,116.1109,91.7343,89.3351,2,3,2,6,0.585,ben-howland-1,Ben Howland,3,6,2,4,2,2,288,44,145,31,3,31,3,0
0,2008,2008-1181-1452,38.8951,-77.0367,Washington,2008,1181,67,1452,73,2,36.00159,-78.94226,Duke,51.6942,37.7451,69.7183,8.7615,46.9697,32.9389,67.1827,11.3475,39.1367,25.037,51.4523,47.6136,0.1168,0.0776,74.2768,73.2752,112.9839,114.8889,93.065,90.8427,13,9,11,2,0.597,mike-krzyzewski-1,Mike Krzyzewski,23,23,17,17,10,10,802,207,266,27,5,27,5,7,39.63468,-79.953926,West Virginia,50.0719,35.9551,68.6606,14.1738,45.1057,35.9606,65.508,6.7626,33.8725,32.2906,58.1933,51.5723,0.1032,0.0812,66.3198,65.4761,110.9767,110.1034,95.0148,94.6948,,,,,0.575,bob-huggins-1,Bob Huggins,0,15,0,4,0,1,542,10,196,24,10,24,10,0
0,2008,2008-1243-1458,41.25,-96,Omaha,2008,1243,55,1458,72,11,39.188616,-96.581077,Kansas St.,50.2212,32.0373,69.344,8.9444,44.8832,37.2378,65.4676,8.3333,32.1661,31.5499,55.3551,56.2338,0.1041,0.0972,72.3706,71.7896,108.0988,112.1989,94.8655,95.2977,25,,,22,0.593,frank-martin-1,Frank Martin,0,0,0,0,0,0,20,11,11,20,11,20,11,3,43.073858,-89.405356,Wisconsin,49.3333,35.5705,70.5489,9.4862,41.6601,31.2704,68.3438,7.8431,31.8546,32.677,53.8644,50.0695,0.098,0.0994,62.0936,62.7376,108.686,112.3212,86.6427,87.3677,,6,,14,0.577,bo-ryan-1,Bo Ryan,6,6,2,2,0,0,201,59,86,29,4,29,4,0
0,2008,2008-1345-1462,38.8951,-77.0367,Washington,2008,1345,78,1462,85,6,40.428206,-86.914435,Purdue,44.9718,37.5951,71.2057,12.5545,47.6024,34.8485,67.0407,8.93,34.5789,31.5224,55.9553,55.2055,0.1242,0.0863,65.843,67.9233,104.0596,108.4965,91.956,91.4457,,20,,23,0.573,matt-painter-1,Matt Painter,1,2,0,0,0,0,80,39,44,24,8,24,8,3,39.149291,-84.477648,Xavier,52.2782,39.0582,74.8804,9.6749,45.2012,33.558,67.7116,11.1111,36.594,36.4798,60.2564,58.8235,0.0853,0.1002,65.2053,65.3226,115.1371,113.1885,95.6813,94.1568,,12,,13,0.57,sean-miller-1,Sean Miller,2,2,0,0,0,0,90,38,38,27,6,27,6,0
0,2008,2008-1116-1314,35.7806,-78.6389,Raleigh,2008,1116,77,1314,108,9,36.06153,-94.178214,Arkansas,52.2956,34.1021,67.81,14.1517,47.6153,33.2849,69.7143,9.8996,30.3348,34.9771,53.953,52.864,0.0985,0.0968,69.2159,68.3987,106.2066,107.9489,96.6896,95.5965,19,,19,,0.587,john-pelphrey-1,John Pelphrey,0,1,0,0,0,0,102,11,78,22,11,22,11,1,35.912165,-79.050969,North Carolina,52.1169,37.2414,75.6923,10.5006,47.8022,32.6291,66.7707,9.8286,22.6209,34.2169,51.92,50.3299,0.1069,0.1042,75.893,74.4187,115.3951,118.7927,94.9042,93.24,1,1,1,5,0.564,roy-williams-1,Roy Williams,4,18,2,11,1,5,556,32,133,32,2,32,2,0
0,2008,2008-1274-1400,34.7361,-92.3311,Little Rock,2008,1274,72,1400,75,7,25.720406,-80.27645,Miami FL,45.7447,37.9019,75.3351,11.8348,43.6855,35.6375,66.7651,10.3343,30.9911,34.0838,50.9685,49.3606,0.0834,0.0927,68.0611,66.9759,107.3847,110.3429,98.9592,97.6792,,,,,0.587,frank-haith-1,Frank Haith,0,0,0,0,0,0,68,59,59,22,10,22,10,2,30.28473,-97.737277,Texas,48.5121,37.9845,68.2652,14.1673,43.1801,33.2108,68.5714,7.474,34.8806,38.0775,48.3417,56.3981,0.0886,0.0666,65.1841,64.7277,114.3155,118.6783,98.694,95.1518,15,7,16,11,0.527,rick-barnes-1,Rick Barnes,9,15,4,5,1,1,446,92,226,28,6,28,6,0
0,2008,2008-1443-1417,33.45,-112.0667,Phoenix,2008,1443,78,1417,88,12,36.985718,-86.455898,Western Kentucky,51.1645,38.9231,70.8275,10.5528,46.2312,32.8647,70.3143,7.0624,32.8117,32.2745,46.0385,52.9093,0.1106,0.0895,68.6919,68.9415,111.0785,109.4072,94.4868,95.8922,,,,,0.599,darrin-horn-1,Darrin Horn,0,0,0,0,0,0,109,47,47,27,6,27,6,1,34.068892,-118.443901,UCLA,52.2193,34.7009,73.6375,10.8564,45.381,32.9181,68.4512,6.7885,27.6334,27.4817,54.4367,50.4662,0.1123,0.0763,64.9982,65.5595,113.7163,116.1109,91.7343,89.3351,2,3,2,6,0.585,ben-howland-1,Ben Howland,3,6,2,4,2,2,288,44,145,31,3,31,3,0
1,2008,2008-1452-1462,33.45,-112.0667,Phoenix,2008,1452,75,1462,79,7,39.63468,-79.953926,West Virginia,50.0719,35.9551,68.6606,14.1738,45.1057,35.9606,65.508,6.7626,33.8725,32.2906,58.1933,51.5723,0.1032,0.0812,66.3198,65.4761,110.9767,110.1034,95.0148,94.6948,,,,,0.575,bob-huggins-1,Bob Huggins,0,15,0,4,0,1,542,10,196,24,10,24,10,3,39.149291,-84.477648,Xavier,52.2782,39.0582,74.8804,9.6749,45.2012,33.558,67.7116,11.1111,36.594,36.4798,60.2564,58.8235,0.0853,0.1002,65.2053,65.3226,115.1371,113.1885,95.6813,94.1568,,12,,13,0.57,sean-miller-1,Sean Miller,2,2,0,0,0,0,90,38,38,27,6,27,6,0
0,2008,2008-1437-1242,42.3314,-83.0458,Detroit,2008,1437,57,1242,72,12,40.039388,-75.345457,Villanova,47.7863,34.4239,72.6692,9.1333,48.5555,36.4738,68.4086,12.2901,34.923,40.9141,53.6866,57.5758,0.1167,0.0953,69.0578,69.0172,105.3778,106.6808,100.4832,95.4874,,,25,,0.544,jay-wright-1,Jay Wright,3,5,2,2,0,0,268,82,167,20,12,20,12,1,38.957351,-95.24587,Kansas,55.3672,39.697,70.696,16.7407,41.1852,32.8162,68.1885,6.3402,29.2943,38.2998,61.1014,52.7076,0.1299,0.0914,68.7223,68.8982,117.8681,120.8601,89.5929,89.7916,4,4,4,3,0.489,bill-self-1,Bill Self,4,9,2,5,0,0,343,32,137,31,3,31,3,0
0,2008,2008-1172-1242,42.3314,-83.0458,Detroit,2008,1172,57,1242,59,10,35.500006,-80.845236,Davidson,53.0055,37.1671,72.5632,8.5993,46.9858,35.4745,63.4615,6.8696,39.2027,37.7827,59.1278,51.6171,0.1061,0.0807,68.3754,68.2715,113.3089,112.6761,92.4093,92.4836,,23,,,0.574,bob-mckillop-1,Bob McKillop,4,4,0,0,0,0,337,224,224,26,6,26,6,1,38.957351,-95.24587,Kansas,55.3672,39.697,70.696,16.7407,41.1852,32.8162,68.1885,6.3402,29.2943,38.2998,61.1014,52.7076,0.1299,0.0914,68.7223,68.8982,117.8681,120.8601,89.5929,89.7916,4,4,4,3,0.489,bill-self-1,Bill Self,4,9,2,5,0,0,343,32,137,31,3,31,3,0
0,2008,2008-1400-1272,29.7604,-95.3698,Houston,2008,1400,67,1272,85,2,30.28473,-97.737277,Texas,48.5121,37.9845,68.2652,14.1673,43.1801,33.2108,68.5714,7.474,34.8806,38.0775,48.3417,56.3981,0.0886,0.0666,65.1841,64.7277,114.3155,118.6783,98.694,95.1518,15,7,16,11,0.527,rick-barnes-1,Rick Barnes,9,15,4,5,1,1,446,92,226,28,6,28,6,1,35.115864,-89.993508,Memphis,52.9597,34.9133,61.3522,14.9877,42.6904,30.1829,68,8.2494,35.2629,28.7215,55.7305,49.1601,0.1198,0.0825,70.4858,69.7446,112.8163,111.949,85.7181,85.856,3,2,3,1,0.591,john-calipari-1,John Calipari,4,9,2,5,0,1,407,64,135,33,1,33,1,0
1,2008,2008-1272-1242,29.41667,-98.5,San Antonio,2008,1272,68,1242,75,1,35.115864,-89.993508,Memphis,52.9597,34.9133,61.3522,14.9877,42.6904,30.1829,68,8.2494,35.2629,28.7215,55.7305,49.1601,0.1198,0.0825,70.4858,69.7446,112.8163,111.949,85.7181,85.856,3,2,3,1,0.591,john-calipari-1,John Calipari,4,9,2,5,0,1,407,64,135,33,1,33,1,1,38.957351,-95.24587,Kansas,55.3672,39.697,70.696,16.7407,41.1852,32.8162,68.1885,6.3402,29.2943,38.2998,61.1014,52.7076,0.1299,0.0914,68.7223,68.8982,117.8681,120.8601,89.5929,89.7916,4,4,4,3,0.489,bill-self-1,Bill Self,4,9,2,5,0,0,343,32,137,31,3,31,3,0
0,2009,2009-1106-1287,39.7594,-84.1917,Dayton,2009,1106,43,1287,58,16,32.364317,-86.295677,Alabama St.,52.2507,32.3643,63.0068,8.1811,42.8118,29.6907,66.4407,6.9726,31.2917,27.8096,53.8867,46.5593,0.0861,0.0997,66.1694,64.5188,105.2414,101.0658,96.465,102.7761,,,,,0.567,lewis-jackson-2,Lewis Jackson,0,0,0,0,0,0,64,58,58,22,9,22,9,16,38.188462,-83.429742,Morehead St.,47.3525,32.6336,72.4712,10.8333,45.8333,36.1862,68.144,10.1362,28.3857,35.6913,52.9486,56.2579,0.094,0.1019,66.8769,66.0882,103.6198,101.6664,102.6229,101.3664,,,,,0.591,donnie-tyndall-1,Donnie Tyndall,0,0,0,0,0,0,46,48,48,19,15,19,15,0
0,2009,2009-1151-1163,39.95,-75.1667,Philadelphia,2009,1151,47,1163,103,16,35.048247,-85.299812,Chattanooga,49.5446,34.4603,65.2778,6.5944,51.3098,36.2947,65.0238,10.5647,41.1891,45.468,53.6465,61.5725,0.0826,0.1074,70.8363,70.2961,105.2049,104.5025,106.5386,107.8091,,,,,0.594,john-shulman-1,John Shulman,1,1,0,0,0,0,90,71,71,18,16,18,16,1,41.808215,-72.249537,Connecticut,51.3597,34.0909,67.8279,17.0732,40.9146,30.4348,69.869,7.8492,23.0257,30.3017,56.9277,51.464,0.0826,0.0953,67.4715,67.3593,111.6104,112.2406,91.6882,87.5401,2,5,2,1,0.599,jim-calhoun-1,Jim Calhoun,15,20,11,11,2,2,803,205,342,27,4,27,4,0
0,2009,2009-1139-1261,39.7594,-84.1917,Dayton,2009,1139,71,1261,75,9,39.840662,-86.171791,Butler,50.6494,35.2436,72.1726,9.369,42.2562,32.6786,71.0623,11.3341,45.178,34.8692,58.5185,52.48,0.0941,0.0925,62.6121,63.4228,106.9133,108.4606,92.9151,94.1212,,22,,22,0.599,brad-stevens-1,Brad Stevens,1,1,0,0,0,0,56,9,9,26,5,26,5,8,30.414805,-91.169552,Louisiana St.,47.6003,37.2378,71.6216,15.0355,44.8227,31.5436,69.2199,7.2978,27.3292,29.7109,56.4568,40.4878,0.1107,0.089,68.1849,66.8687,109.1335,109.0287,95.3485,96.2422,,21,,24,0.594,trent-johnson-1,Trent Johnson,0,4,0,2,0,0,185,7,129,26,7,26,7,0
0,2009,2009-1143-1268,39.0997,-94.5783,Kansas City,2009,1143,71,1268,84,7,37.871519,-122.260401,California,50.295,42.6829,75.5134,4.8601,47.6436,35.0195,70.5024,7.9646,26.6234,27.4573,57.0628,50.1814,0.0717,0.0753,66.1842,67.1698,112.2335,115.7049,101.8898,99.3328,,,,,0.477,mike-montgomery-1,Mike Montgomery,0,12,0,3,0,1,568,10,255,22,10,22,10,10,38.988607,-76.939704,Maryland,45.9048,33.2781,75.7774,10.6461,46.0352,34.7025,68.9103,9.2063,27.7191,34.1393,55.303,52.4083,0.1103,0.0827,68.7467,67.2714,103.1284,107.6215,98.89,95.1171,,,,,0.603,gary-williams-1,Gary Williams,12,15,7,9,2,2,624,228,356,20,13,20,13,0
0,2009,2009-1169-1272,39.0997,-94.5783,Kansas City,2009,1169,70,1272,81,15,34.23671,-118.526817,Cal St. Northridge,50.3466,36.0684,69.2308,7.6772,48.0315,32.81,72.973,6.7591,33.64,38.536,52.7778,57.9627,0.1221,0.1063,71.6025,72.9088,102.0672,99.729,97.2289,95.3801,,,,,0.481,bobby-braswell-1,Bobby Braswell,1,1,0,0,0,0,205,180,180,17,13,17,13,2,35.115864,-89.993508,Memphis,50.6355,32.5991,69.0092,15.1682,40.0137,29.9652,68.6111,6.8896,31.296,28.2619,53.7283,48.2119,0.1295,0.0857,67.7774,66.4563,108.9131,108.4135,83.446,81.1277,13,3,12,6,0.575,john-calipari-1,John Calipari,5,10,3,6,1,2,443,68,139,31,3,31,3,0
0,2009,2009-1278-1400,36.08,-79.8194,Greensboro,2009,1278,62,1400,76,10,44.977886,-93.235352,Minnesota,49.6097,32.971,71.8166,19.0154,43.3398,35.5155,72.605,7.1119,32.3754,37.0978,59.4164,60.0601,0.1294,0.1182,63.6493,65.3766,103.4433,105.0415,95.9246,91.4283,,,,,0.589,tubby-smith-1,Tubby Smith,0,14,0,9,0,1,429,24,169,22,10,22,10,7,30.28473,-97.737277,Texas,48.2338,32.8063,66.7503,13.7703,43.5199,34.2623,67.4515,6.6153,24.5274,30.9959,48.855,48.25,0.0914,0.0918,67.5391,66.1411,106.6659,109.2162,96.3834,93.5709,7,,8,,0.601,rick-barnes-1,Rick Barnes,10,16,5,6,1,1,471,104,238,22,11,22,11,0
0,2009,2009-1140-1401,39.95,-75.1667,Philadelphia,2009,1140,66,1401,79,8,40.250851,-111.649281,Brigham Young,53.604,38.1967,72.8125,9.6996,46.3519,30.1146,70.3876,6.3795,33.5718,34.4032,59.3182,51.3812,0.1042,0.0752,68.7254,69.9839,111.8682,113.0282,93.6823,93.5486,,,,,0.573,dave-rose-1,Dave Rose,2,2,0,0,0,0,97,33,33,25,7,25,7,9,30.596291,-96.306732,Texas A&M,48.7097,36.1781,68.9614,9.9085,46.2652,36.5248,68.9716,8.871,30.2979,30.064,51.6896,52.8905,0.0723,0.0869,65.993,65.0941,107.8173,111.4631,100.2696,97.822,,,,,0.599,mark-turgeon-1,Mark Turgeon,1,2,0,1,0,0,201,20,139,23,9,23,9,0
0,2009,2009-1228-1443,25.7877,-80.2241,Miami,2009,1228,72,1443,76,5,39.730827,-90.246256,Illinois,50.5271,35.0093,71.1217,9.6595,44.1013,29.6233,63.0832,6.0241,28.7936,31.6188,69.383,54.5205,0.0923,0.0909,62.7144,63.5697,102.0623,103.9402,89.9744,87.6261,,,,16,0.547,bruce-weber-1,Bruce Weber,4,6,2,3,1,1,255,56,110,24,9,24,9,12,36.985718,-86.455898,Western Kentucky,49.9144,37.6791,69.2552,8.6783,48.1688,34.9073,68.9119,6.7637,37.4062,32.0714,52.8369,53.0788,0.0855,0.0946,65.9726,65.9035,109.5453,109.2259,101.576,101.7528,,,,,0.567,ken-mcdonald-1,Ken McDonald,0,0,0,0,0,0,24,8,8,24,8,24,8,0
